From	Entry	Interacts with
P20701	P20701	P05362; P08575; PRO_0000037551 [Q9WMX2]
P20815	P20815	P42858
P20839	P20839	Q96D03; P20839-3; P12268; O75928-2; Q9Y4B4; P78317; Q7KZS0
P21281	P21281	P14136; P42858; Q8WXH2; P07196; Q9Y3C5; P15884; O76024; PRO_0000449620 [P0DTD1]
P21397	P21397	P27338
P21452	P21452	PRO_0000033534 [P20366]
P21453	P21453	Q07108
P21462	P21462	P25098; O15264
P21554	P21554	P29274; P21554
P21673	P21673	Q6UXT9; P05067; Q7RTU4; Q9UFG5; P55210; Q8NFR7; Q8TD31-3; Q00587-2; P09669; O00148; Q5VUD6; Q9NQL9; O15371; Q8NDB6; Q86W67; Q9NVL1-2; P07954; Q8NHY3; P17482; P22459; Q7Z7F0-4; Q9UBR4-2; Q8TBB1; Q5U5X0; Q6FHY5; P52815; Q13330; Q86VE0; Q9GZT8; Q96HA8; P25786; Q96I25; Q04864; Q9BUL9; P21673; Q96F10; O43623; Q6ZNM6; Q9BSH4; Q9BQ70; Q15561; Q08117-2; P19237; Q99757; Q8N6Y0
P21728	P21728	Q92993; Q8TAP4-4; P17252; Q15047-2; P61981
P21731	P21731	Q13162; Q12791-5
P21802	P21802	P06734; P05230; PRO_0000008908 [P05230]; O15520; P09038; P09038-2; P11362; P62993; P03968; P05230-1; P09038; P21802-1; P19174; P21781; P03968
P21860	P21860	P42684; P46108; P46109; P00533; P04626; P21860; Q15303; P62993; Q14451; P25098; P08631; P08238; Q96JA1; O43639; Q02297-6; Q02297-7; P42336; P27986; O00459; Q92569; P19174; P20936; Q13671; P26447; P04271; Q9UQQ2; P29353; Q92529; Q13485; P12931; P43405; Q63HR2; Q68CZ2
P21917	P21917	P05067; P21917; P17677; P50579; Q96P71-2; P61764
P22001	P22001	Q07812; Q12959; Q9UPQ8; Q09470
P22303	P22303	Q9Y215; P06733; P63244
P22455	P22455	P11362; P50281; P07949; P34741; Q03167
P22460	P22460	P35609; Q12959; Q14160; Q6UX40
P22607	P22607	Q6H8Q1-8; Q8NC06-3; Q6UY14-3; Q8N302-2; Q9UKV8; P55008; Q99996-3; Q9NQ31; P53677-2; Q9NXL2-1; Q9Y2Y0; Q66PJ3-4; Q6XD76; Q96FT7-4; Q9UII2; Q9ULK2-2; Q9H7T9; Q8TBE0; Q9UQB8-6; Q16520; P54687-4; Q00994; Q5H9J7; Q9H2G9; Q5PSV4; Q9ULD4-2; Q9NSI6-4; Q6P5X5; Q3SXR2; Q96LL4; P20807-4; O00257-3; Q96HB5; Q6ZP82-1; Q5M9N0-2; Q16543; Q96GN5-2; P24941; O14519; P38936; O95674; Q9H3R5; Q9Y4F5-3; Q86XR8; Q494V2-2; Q8WUX9; Q9H2A9; Q9Y3D0; Q3SX64; Q96BR5; P02458-1; P21964-2; Q86WV2; Q03060-25; Q8TB03; O60759; Q9UJU6; Q6ZN54-2; Q8NDP9; O60479; Q96EY1-3; Q9H147; Q92782-2; Q7Z7J5; Q14117; Q9BPU6; Q9BVC3; Q9Y6W6; O14641; A0AVK6; Q658K8; Q6UXG2-3; O00472; O43768-8; Q6NXG1; Q15910-2; Q96GL9; A1KXE4-2; Q8NB25; Q86UY5; Q8IZU1; Q8TC84; Q9UBX5; Q9Y3I1; O94868-3; P05230; P22607; P15407; P15408; P55318; Q06547-2; Q06547-3; P15976-2; P23769-2; P23771; Q49A26-4; Q7Z5G4; Q9NWQ4-1; P52655; Q15486; Q96CS2; Q9BT25; Q99075; A8K0U2; Q5T447-2; Q8IV36; Q4VB01; P09629; O43248; Q53T59; Q53GQ0; P14060; P08238; Q96EW2-2; P10809; Q8NDH6-2; P41134; Q8IY31-2; P22692; Q9NP60; Q9NZH6; Q9NXX0; Q86VI3; Q8NA54; Q86U28; Q13352; P05412; P17275; Q8N5Z5; Q7Z7F0-4; Q9BVG8-5; Q2M2Z5; Q6P597; P57682; Q9Y2M5; Q9UH77; P08727; Q14525; Q3LI72; Q3SYF9; Q8IUC2; Q6IAA8; O43504; Q14847-2; Q9H2C1; Q68G74; Q8N0U6; Q1L5Z9; Q96JB6; Q96LR2; P0DP58-2; P27338; Q9GZQ8; Q15759; Q9NS73-5; P33993-2; Q96EZ8; Q9HAF1; Q8TAC0; Q53S70; Q5JXC2; A0A0A0MR05; Q00013; Q8TCY5; Q6IN84-2; O60783; Q96H12; P01106; Q9NPC6; P41271-2; P14598; Q9GZM8; Q8NC67-2; Q16621; Q8N5V2; Q99743; Q14995; F1D8P7; Q6PHZ7; Q9BZ95-3; Q96MF7; Q4KMX9; A5D8V7; Q5BJF6-2; O43482; Q6GQQ9-2; Q8IVL6-2; Q9H8K7; Q8N3R9; Q495U3; Q9NR21-5; Q9BR81; Q5VU43-8; Q13956; O15534; O15212; Q9BUL5; P14618; Q9UPR0; Q6ZR37; Q5SXH7-1; Q96T60; P19388; Q07869; Q9UNP9; O60927; O60237-2; Q96I34; Q6ZMI0-5; O43741; O60260-5; Q86UA1; P62333; Q06323; P06454-2; Q8WUD1-2; Q9UNT1-2; Q15311; Q9HD47-3; Q9NS23-4; Q9NWB1-5; Q9BWF3; Q8TBY0; Q9P2K3-2; Q04206; P47804-3; Q15382; Q8IXN7; Q8WVD3; Q9H0X6; P62899; P62244; P62701; Q66K80; Q9BY12-3; Q86SQ7-2; Q9NTN9-3; Q13435; O60902-3; Q9NSD5-3; Q9UHI5; Q12824; Q13573; O14544; Q02086-2; Q7Z6I5; Q86W54-2; Q496A3; Q7Z698; Q9C004; Q5W111-2; Q99469; Q92783-2; O75886; Q13586; Q8N4C7; Q15814; O15273; Q86WV5; Q96A09; P54274-2; Q6N021; Q9BXU0; Q5T0J7-2; Q8WTV1; Q5T1C6; O60830; Q9BZW5-2; Q96B77; Q8N0U2; Q53NU3; Q9H8H3; Q8IUR5-4; Q71RG4-4; P50616; Q9H496; P36406; Q9UPQ4-2; Q86WT6-2; Q9Y3Q8; Q99598; O60636; Q6PF05; Q9UGJ1-2; P49459; Q13404; P11441; Q9HA47-2; P22415; Q495M9; Q9H270; Q8NEZ2; Q9P1Q0-4; Q9NX94; Q8TBZ3-3; O00755; P19544-6; O43829; Q53FD0-2; Q9NP64; Q8WUU4; Q96JL9-2; Q9C0F3; Q9P0T4; Q3KNS6-3; B7Z3E8; Q7L8T7; Q7Z637; Q86V28
P22694	P22694	P05067; Q92624; Q5T686; P08238; P61925; Q92917; P05067
P22830	P22830	Q9NRK6; O75027; P22830; O00264; P16035
P23141	P23141	Q8IVF2-3; A8MQ03; Q15125; Q5T7V8; Q5T749; Q13113; Q9NRQ2; Q9NR31; O95231
P23219	P23219	Q9NP61; P48645; P53801; Q8WZ73-3
P23458	P23458	P04626; P48551; P40189-1; O60674; Q99650; Q13485; O75886; P42224; P40763
P23786	P23786	A8MQ03; Q96AQ8; P32242
P23921	P23921	P23921; P31350; Q8N720
P24385	P24385	P10275; P38398; P30260; P24941; P11802; Q00534; P38936; P46527; Q5XUX0; Q969H0; O15379; Q16656; Q13485; P51532; Q96PU4; Q96TE0; P30285; P59595; Q62796
P24530	P24530	P05305
P24593	P24593	Q8TB40; Q8IVF2-3; Q86WK6; Q68DC2; Q96BI3; P41181; Q13520; O43315; P07306; Q8WZ55; P19397; Q9HA82; Q9H9P2; P57739; P56880; P56747; O95471; O95484; Q6ZS10; O43889-2; P25024; Q9NYP7; Q9Y282; Q5JX71; Q96P31-6; Q8TBE3; P36382; P48165; O75712; O95377; Q8NBJ4; Q8TDV0; Q8TDT2; O60883; O15529; Q9NZD1; Q8TED1; Q7Z5P4; O95279; Q8IYS2; Q86VI4; Q6UX15-2; Q5T700; Q86WI0; Q9GZY8-5; Q6N075; Q9Y676; Q96HJ5; Q9GZW8; Q6IBW4-4; Q13113; Q8NFJ6; Q9UBD6; Q3KNW5; Q9UKG4; Q9H2H9; Q96JW4; Q96GZ6; Q9NPE6; Q8N205-2; Q8WY91; Q96MV1; Q96A25; Q9BVX2; Q7Z7N9; Q96Q45-2; Q9NWC5; Q4KMG9; O15393-2; Q9Y320; O95859; Q5TGU0
P24941	P24941	P20248; O95067; P24385; P30279; P24864; O96020; P51946; P50613; P38936; P46527; Q16667; P61024; Q09472; Q969H0-4; P22607; Q14957; P06396; P01112; Q9Y6K9; O95835; Q8TD08; P06400; Q9BY12; Q9UQR0; Q9UQR0-1; Q99523; Q9UBI4; Q96PU4; P30274; P51943; P03129; Q08619
P25024	P25024	Q9NY35; Q969F0; P24593; A5PKU2
P25100	P25100	P25100; Q12959; Q14160; Q13424; Q13884; Q13425; Q9P202; Q61234; Q99L88; Q925E0
P25101	P25101	P49407; P32121; P05305
P25103	P25103	Q9P0B6; PRO_0000033530 [P20366]; Q9BVK8
P25105	P25105	Q05397
P26358	P26358	P31749; P35222; Q96JK2; O75530; Q15910; Q96JM7; P48552; P09874; Q9NRD5; Q8WTS6; Q96EB6; Q96T88; P63104; Q77UV9; Q9QR71
P27361	P27361	Q9HCU0; P53355; P49366; P28562; Q16828; P19419; Q49AJ0-4; Q96NJ5; Q02750; Q16539; P27361; Q96HT8; Q6GQQ9-2; Q9ULW8; Q15121; P14618-1; Q8N490; P23467; Q12913; Q14160; P13051-2; Q08509; Q60793; Q9EPI6; Q62132
P27448	P27448	Q8WXK3; O60741; Q86UR5; P31947; Q15560; P31946; P62258; P61981; Q04917; P27348; P63104; Q6S8E0; Q8BHN0
P27487	P27487	P51671; P02778; O14625; P19875; Q07325; P27487; P01275; Q14416; P01282; P56658; A0A2R4KP93; K0BRG7; K9N5Q8; R9UQ53
P27707	P27707	Q16854
P27815	P27815	P55212; O14569; P13473-2; Q9UJX0; P16118; O75400-2; Q9Y371
P27986	P27986	Q8IZP0; P42684; Q9UM73; P10275; P10398; P30530; P15056; P22681; P10747; P60953; Q13111; Q8IY22; P16410; Q9Y2H0; P00533; P41970; P04626; P21860; P48023; P11362; P17948; P36888; Q13480; Q9UQC2; Q13322; P62993; P42858; Q9Y6W8; P08069; P06213; P35568; Q9Y4H2; P10721; Q86VI4-3; O43561; P29376; Q92918; P45983; P08581; Q8WX92; P04629; P09619; P42336; P42338; O00329; O00459; Q13905; P26373; P19793; Q9UPX8; P29353; Q9H0K1; Q96EB6; Q07889; P12931; P30874; P43405; P58753; O15455; Q15661; Q9ULW0; Q9UKW4; P61981; Q13746; P62994; P35570; P03496; Q6PFX7; Q8BM65-4; P62999; P48025; Q99152; P0DOJ9; P01023; Q9NY61; O95704; P05067; P51451; Q9UQM7; P29466-3; P55210; P06493; P20674; P09172; P50570-2; P01100; Q8TB36; P14136; P62993; P42858; P35568; P05556; P05412; P07948; Q13387-4; P41227; P01111; Q9Y6R0; P42336; P42338; O00329; P17612; P49810; P63000; P51812; P23443-4; P34741; Q9NP31; P84022; P12931; Q9UNE7; Q15583-2; O60784-2; O14656-2; P02766; P42681; P60604; Q9UBQ0-2; O76024; Q8IUH5
P28062	P28062	PRO_0000037573 [P27958]; P05067; P54253; Q9BVJ7; Q96EK6; P28799; P04792; P42858; Q0VD86; O60333-2; O15116; Q6FHY5; Q8NI38; Q99471; P62487; Q04864-2; Q9Y3C5; Q9Y5X3-2; P00441; Q13148; Q96A09; Q13114; Q15645; Q5T6F2; O76024; Q9NZC7-5; A6XGL0; Q9H0C1
P28065	P28065	Q24JT5; Q96D03; Q9Y3R0; Q14657; Q15788; Q9Y6Q9; Q9Y244; Q99436; PRO_0000037548 [Q9WMX2]; PRO_0000037551 [Q9WMX2]
P28074	P28074	O95429; Q8NCX0-3; Q92989; Q68J44; Q9Y6K9; O15116; Q96HA8; Q9Y244; P20618; P49721; P49720; P28070; Q99436; Q15008; Q9BT92; Q9Y4K3
P28222	P28222	P35609; Q99750
P28223	P28223	P28223; P41595; P28335; Q86UL8; O75970; Q14416; P28335-1; P18654
P28300	P28300	O95967; P15502; Q9UBX5; P35555; Q15262; Q07507; PRO_0000007541 [P01133]; P02751; PRO_0000390479 [P02751]; P00747; P21980
P28335	P28335	O95406; Q12959; P78352; P54849; P28223; P41595; P28335; Q86UL8; O75970; P49286; Q9NUM3; P55061; Q9BVK8; P28223-1
P28472	P28472	P28472
P28482	P28482	P05067; P10415; P53004; P15882; Q7L5N1; P28562; Q13115; Q16690; Q16828; Q16829; Q99956; P06239; Q9BRK4; Q02750; P28482; Q16539-3; Q99750; Q9BUB5; P35548; Q15121; Q9UPG8; P62487; P35813; Q6NYC8; P25786; A2A3K4; P35236; Q12913; Q15256; Q15256-5; O76064; Q15418; Q15349; P51812; P29353-2; P61764; Q08117-2; Q9Y296; P67809; P16989; B2RXF5; A0A384NQ31; Q9U1H0; Q05922; P02687; Q8VSP9; P0A2M9; Q69559
P28566	P28566	P06576; P50222; Q96CV9
P28702	P28702	Q00975; Q9HB07; F1D8P7; Q13133; Q13133-3; Q96RI1-1; P04150; Q9NRD5; P37231; P10276; P10276-2; P10826-2; P13631; Q6IQ16; Q13137; Q96B26; Q08379; Q6A162; Q9UJV3-2; Q13133-3; Q96RI1-1; O43586; P10276; P10826-2; Q8IUQ4-2; O75528; Q12800; Q9UBB9; Q05BL1; P14373; O94972; Q96S82
P29274	P29274	P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1
P29275	P29275	P29274
P29317	P29317	P30530; P35222; P20827; P52803; P98172; P29320; P54756; Q9UF33; Q15375; P08238; O15357-1; P29376; Q05397; Q06124
P29320	P29320	P29317; Q15375; Q13485
P29323	P29323	P07333; P98172; P54764; Q15375; P49790; Q9NWW5; P21964-2; Q8WXH2; O14832; Q7Z699; Q13148
P29372	P29372	Q9BPX1; P04156; Q9BPX1; P40692
P29375	P29375	P06400
P29376	P29376	Q6UXT8; P29317; P27986
P29401	P29401	P54274
P29466	P29466	Q5XLA6; P57730; P29466; P09038; P57764; P01583; O15553; O15553-2; Q9NPP4; Q9C000; Q9HC29; Q9ULZ3; P58753-2; Q08AM6; P05067; P54252; Q13867; P14136; P42858; Q13387-4; P27986-2; O14494; O60260-5; P49810; P84022; Q9BX74; O60784-2; Q08AM6; Q9UBQ0-2; O76024; P01583
P29474	P29474	P60709; P63010-2; Q8N6T3-3; Q9Y575-3; Q96FT7-4; Q5SZD1; Q16543; Q9UNS2; Q8IUI8; P35222; Q05193; O15287; Q08379; Q71DI3; P69905; P61978; Q12891; Q9UKT9; Q9Y2M5; Q14525; Q6DKI2; P43364-2; Q8N6F8; O94851; A4FUJ8; Q8N594; Q8IVI9; Q6X4W1-6; O15381-5; Q9NV79; Q16549; Q5T2W1; O75925; Q96I34; Q6ZMI0-5; P57052; Q9GZR2; Q96D59; Q8N6K7-2; Q9GZS3; Q13485; Q8IUW3; Q7Z699; Q7Z698; P50502; Q9BR01-2; Q9NVV9; Q86WT6-2; Q9H347; P58304; Q9NZC7-5; Q9UNY5; P14079
P29597	P29597	O95994; Q9ULX6; A8MQ03; Q13643; A6NEM1; P61978; P61978-2; P08238; P17181; P17181-1; O60674; Q5VWX1; O75525; Q15323; Q6A162; Q3LI67; Q9NQX1-2; P52630; Q05BL1; Q9BUZ4; P04019; P06463
P30291	P30291	Q9Y297; Q9UKB1; P53350; P31947; P31946; P62258; P61981; P63104
P30518	P30518	Q8NCT1; P21964; Q8IVJ1
P30530	P30530	P00533; P29317; Q14393-2; P62993; P08238; Q01638; P27986; O43791; P0DTC2
P30536	P30536	Q86WK6; Q8IUN9; P29762; Q96BA8; Q5JX71; P32942; Q9H3M0; A8MZ59; Q8TAF8; Q6UWN5; Q6FHY5; Q68D85; P15151; Q9NUH8; Q9P0T7
P30542	P30542	P29274; P08588; P07550; P16473
P30556	P30556	PRO_0000032458 [P01019]; P35414; P05026; Q6ZMG9; O75937; P54368
P30874	P30874	P27986; P32745; P35346
P31040	P31040	P13569; P01889; P26045; Q9NX18; P21912
P31152	P31152	P08238; P62258
P31639	P31639	O14556; Q13113
P31749	P31749	Q6UY14-3; P31749; P31751; Q86V81; P32121; Q8IXJ9; Q13315; P54253; Q99728; O95999; Q6W2J9; P15056; Q9H0C5; P62324; Q9UQM7; P20248; P30281; Q16543; P46527; Q8TAP6; Q92793; Q15438; Q96D03; P26358; P00533; Q9UJM3; Q15910; Q1W6H9; Q00597; Q9HB96; Q969H0; Q12778; O43524; P06241; P22466; P49841; P68431; Q96LI6-3; P08238; P42858; P08476; Q8WZ60; Q5S007; Q99683; O15264; Q8TD08; Q9BPZ7; P10636; Q07820; Q00987; Q14696; P42345; P04198; P25963; Q9BZQ8; P04150; O15530; Q96S96; P19174; Q03181; O60437; P62136; P67775; P30153; P54646; P17612; Q05513; Q8WUY3; Q06124; P04049; P10276; Q9NS23; Q6R327; P15880; P23443; Q15047; Q96EB6; Q13309; Q13485; Q8N3U4; Q14849; Q13043; Q9UNE7-1; P56279; Q9NYB0; Q5T1C6; Q92547; P53804; P10599; P08670; Q6GPH4; P17028; P29067; P06762; Q83730; P03165; Q15118-1
P32239	P32239	PRO_0000010542 [P06307]; Q9P121; Q06124
P32320	P32320	Q96EY9; Q96B67; P32320; Q96D03; Q9BVV2; O15353; Q9H8Y8; Q0VD86; Q3LI64; Q8IUC2; Q8TBB1; Q96HA8; Q96CS7; P25786; P43115-12; O00560; O43167
P32745	P32745	P05067; O75970; P30874; O55164
P33981	P33981	O14777; Q9BZD4
P34896	P34896	P26196; Q9H8Y8; P50213; P45984; Q99750; P34896; P0DMN0
P34897	P34897	Q15041; P46736; Q9Y376; Q96DZ9; Q96DZ9-2; Q8IZU9; Q969L2; P34897
P34972	P34972	Q9UKJ8; Q15848; Q9NRZ5; P13236; P21964; Q14802-3; Q8N387; Q8IXM6; I3L0A0; Q96AA3; Q9Y6D0; Q6ICL7; Q9NP94; Q13501; Q96HH6; Q969S6; Q9NWH2; Q9H2L4; Q8N2M4; Q6ZT21; Q5TGU0; Q9Y548; Q9BSR8; Q96EC8
P34998	P34998	P06850; Q12959; Q15700; Q92796; P78352; Q86UL8; Q5T2W1; Q14160; Q63622; O88382
P35228	P35228	P04406
P35346	P35346	Q5T2W1; P30872; P30874; P31391; Q9P202
P35372	P35372	Q9Y679; Q92905; Q8TEW6; P21333; P35212; Q9H3P2; PRO_0000008243 [P01210]; Q96S59; Q8IUQ4; O43255; Q9P0L0; Q5T9L3; Q15942; Q08AM2; P20292; P27449; O15342; O14523; Q9P0B6; Q8IX05; P51798; P78369; Q8N7P3; P56748; Q2HXU8-2; Q9BXN2-6; O95406; Q4LDR2; P49447; Q08426; P54849; P54852; Q01628; O43561-2; Q9UBY5; Q8N386; P21145; Q13021; Q9H492; Q9BXW4; Q9GZY8-5; P42857; Q8IV08; Q01453; Q9NS64; O95968; Q96IW7; Q8N6R1; Q9BRI3; Q9NVC3; Q8IVJ1; Q0VAQ4; Q9Y6I9; P48230; P55061; Q5W0B7; A5PKU2
P35398	P35398	P14136; P51843; Q9BZS1
P35590	P35590	Q6A162; P60410; P04629; Q15238; Q93062; Q15654; Q9UGI0
P35610	P35610	Q8N4J0; P28331; P54274; Q9Y5Z9; P35610-1; Q9Y5Z9
P35869	P35869	P27540; Q8NI08; Q9Y618; P12977
P35916	P35916	O75871; P08238; P35968; P49767
P35968	P35968	P33151; P35916; O60565; P98160; PRO_0000391621 [P98160]; PRO_0000391622 [P98160]; P17301; P35968; P09382; P08581; P16333; O14786; O75340; P09619; P29350; Q12913; P29353; P12931; P15692; P15692-4; P49767; Q9MYV3-3
P36507	P36507	P05067; P10398; Q96II5; P15056; O95273; Q12959; P61978-2; Q8IVT5; P00540; P04049; Q61097
P36544	P36544	P05067; PRO_0000000092 [P05067]; Q9NSI6-4; Q494W8; Q9UBU7; Q8N5J2-3; Q09028; P55000; Q13573
P36888	P36888	P00519; P42684; P46108; P46109; P06241; Q13322; Q9Y6K9; P06239; P27986; P20936; P43405; Q8R4L0
P36896	P36896	P62942; P08238; Q13485; O15105; P27040
P36897	P36897	P62942; P01137; P63104; PRO_0000045599 [Q99IB8]; P02750
P37173	P37173	P54819; P61966-2; Q9NP61; O75143-2; Q93084-2; P54253; P54252; Q4VBR4; Q8TBE0; Q8TAB5; P40227; P12830; Q8NE08; P48730-2; Q9UER7; Q9UMR2; P49184; O14531; P26378-2; P15036; P09471; P51674; P42858; O75874; Q6PI98; Q9ULR0; P06756; P23276; O60259; Q96E93; Q8N448; Q7Z434; Q93074; Q14728; P01106; Q9NPC7; Q99435-2; Q8TAT6; Q9BZ95-3; Q96IY1; Q16549; Q9NUD9; Q8TBJ4; Q07869; Q13200; P21246; Q13702-2; P52756; Q6NTF9-3; Q96NA2; P61513; Q8IX30; Q8NC51; Q16586; Q99720-4; Q8NCS7; Q16560-2; Q7Z614-3; Q3SY56; P46977; O43463; Q13428-5; P01137; P10600; Q9Y228; Q96BQ3; Q9UHP3; Q969W3; P19544-6; P25490; A2AGH6; P07200; P02750
P37231	P37231	Q8NFM4; P10909; O60869; Q9BWX5; P42858; P45984; O75376; P55055-1; Q13133; P37231; Q9UBK2; P10276; P19793; P28702; Q96EB6; P51532; Q6STE5-1; Q6STE5-2; P37231-1; P19793; Q00535
P37288	P37288	P25106
P37840	P37840	Q6PCB6; P00519; P00519-1; P00519-2; Q6ZTN6-2; P63010-2; O00203; P02647; P02649; P05067; Q8N6T3-3; Q9NP61; Q0P5N6; Q8WXK3; P18847; Q9H0Y0; P46379-2; Q07812; Q07817; O15392; Q8WUW1; Q5SZD1; P62158; Q8N5S9-2; P55212; Q7Z7K6; Q9HD42; Q16740; P10909; Q9UNS2; Q8IUI8; P48730-2; P99999; O75398; Q8NDP9; O60479; A0AVK6; O75530-2; O00472; Q8TC29; O00471; Q9UHY8; Q0VDC6; Q6PIV2; P02792; P06241; P06241-3; P62879; P49841; P68431; Q71DI3; Q969S8; Q9HCC6; Q8WVV9-3; P09017; P08107; P42858; P80217-2; Q16352; Q6DN90-2; O14713; Q9UIH9; Q9Y2M5; Q92876; Q9BYQ4; Q96JM7-2; P13473-2; Q9BYZ2; Q9H2C1; Q9UPM6; Q8TBB1; Q8N448; A2RU56; Q5S007; O95777; P07948; Q8TD91-2; P10636-6; P10636-8; Q8N6F8; Q8TDB4; A4FUJ8; Q8N594; Q9Y3D2; P00414; P02795; Q9Y483-4; O00746; O15381-5; Q86WS3; Q96FW1; Q6GQQ9-2; Q6VY07; O96013-2; Q9NR21-5; Q9NV79; Q13113; O75925; Q6ZR37; P17252; Q02156; O60260-5; O75400-2; P62191; P17980; Q9UI14; Q9UJ41-4; P62826; Q13702-2; P57052; Q8N5U6; Q6ZNA4-2; Q9ULX5; Q8WVD3; Q8IYW5; Q96D59; Q8N488; O75446; O00560; O43236; O75920-2; Q2NKQ1-4; Q9GZS3; Q01959; Q9HCE7-2; P37840; Q9Y6H5; Q9Y6H5-2; Q16143; P00441; P23497-2; Q99932-2; Q8NHS9; Q8TCT7-2; Q13501; O75886; Q16623; Q9BR01-2; Q92797-2; Q16650; Q13569; P28347-2; Q15554-4; Q9H0E2; O94811; P19474; P68363; P07437; Q8WVJ9; P62987; Q9BSL1; O15205; Q04323-2; Q96RL1-2; O75604-3; P63027; P40337-2; Q9UBQ0-2; O00308; Q04917; O43167-2; Q96NC0; Q8WUU4; Q8N895; Q8N988-2; Q68EA5; Q8NBB4-2; A8K878; P0DTC9; Q61327; P37840-1; Q04917
P40306	P40306	O95273; O43186; G5E9A7; P28799; P50222; O60260-5; P49720; Q9Y3C5; Q7Z699
P40925	P40925	P54274
P41143	P41143	P16615; P27824; Q4LDR2; Q5JY77; Q9NS64; Q9Y666-2; Q9UKG4; Q0VAQ4; Q96Q45-2; P11607
P41145	P41145	P35414; Q9H0R8; Q16617
P41180	P41180	Q15363; P41180-1
P41240	P41240	P41240; Q96D03; P00533; Q13283; P08069; Q5T7N3; Q9NWQ8; P08575; P49023; Q6UWF3; Q9F220; Q7VLE8; P00523
P41594	P41594	P41594; Q7Z6G3
P41595	P41595	P28223; P28335
P41743	P41743	P60953; P78545; P08151-1; Q96L34; Q6FHY5; Q96RE7; Q8TEW0; Q9NPB6; Q9NPB6-2; Q9BYG5; Q9BYG4; Q8ND90; Q05513; P63000; P48431; Q13501; Q04917
P42261	P42261	Q6XD76; Q14457; Q9UIH9; Q15907; Q9UNY5
P42262	P42262	Q12959; P46459; Q9EP80
P42330	P42330	P17516
P42336	P42336	P54253; P54252; P21860; P01100; P62993; P42858; P35568; P27986; P27986-2; O00459; Q92569; O43791
P42338	P42338	P05067; P27986; P27986-2; O00459; Q92569; Q13485; P27348
P42345	P42345	P31749; Q07817-1; Q6UXB4; Q8TB45; Q13541; Q969H0; P62942; P24522; Q8WUA4; Q9BVC4; Q9BVC4-1; Q13615; P42345; Q9Y4G2; Q8TCU6; P62820; Q15382; Q6R327; Q8N122; Q96EB6; O14894; Q92544; Q8NHX9; O75385; P63104
P42574	P42574	O43823; Q9Y243; O14727; P05067; P54252; P55212; P55211; Q14203-5; P42858; Q00987; O60551; P09874; Q5JUK2; P10599; Q9BYP7; P98170
P42679	P42679	P10275; Q9Y5Z0; P04626; P08238; Q92876; Q5S007; P62258
P42680	P42680	P78325; Q13480; P08581
P42681	P42681	Q8NA61-2; P46108; O60496; Q16828; Q5JST6; Q13322-4; P62993; Q13422-7; Q9H2S9; O75564-2; P10721; O43639; P27986-2; Q9GZV8; Q9NYW8; O14543; O14544; Q9UGK3; Q8IZW8; Q96SQ5; Q3KQV3; Q9Y2P0
P42684	P42684	Q8IZP0; P46108; P00533; P04626; P21860; Q15303; P36888; P06241; P62993; P10721; P16333; P27986; P19174; Q13671; Q15637; P12931; Q9NYB9-2; Q15642-2
P42685	P42685	Q12982; P60484; P06400; Q15427
P43004	P43004	P42858; P10636
P43005	P43005	Q9Y282; Q5JX71; Q14802-3; Q5T700; Q15599; O75459; Q5T2W1; Q99942; P78382; Q8TBG9; Q7Z7N9
P43115	P43115	Q6UY14-3; P32320; O95967; Q0VD86; Q15323; O76015; Q6A162; P60409; P60410; P60411; P50222; Q7Z3S9; Q04864; Q9UGC6; O76081; O76081-6; O43597; P15884; Q8IWZ5
P43403	P43403	P22681; P20963; P07766; P00533; P10721; P06239; P08581; Q9Y2R2; Q8N1K5-1; Q8BGG7
P43405	P43405	P05067; P22681; P20273; P11049; P07766; Q9BXN2; P00533; P04626; P21860; P30273; P36888; Q13480; P06239; P08581; P27986; P19174; Q9ULZ3; Q9NP31; P40763; Q96IP4; P54274; Q8TF42; Q9UHP3; P01023; Q06481-5; P05067; Q13867; P27824-2; Q86YQ8-2; Q9UGL9; O14576-2; P0DMV8; Q07954-2; P41271-2; P62136; P63000; P29353-7; Q9Y4K3; P17028
P43681	P43681	Q6UY14-3; P05067; P83916; Q6UXH1-1; Q6UXH1-3; P20042; Q9NZR2; Q92673; P17787
P45983	P45983	P22681; P56747; Q13202; P16104; P05412; P45985; O14733-2; Q9UQF2; P45984; P27986; Q8N122; Q9WVI9-1; P05412; Q9Y6W6; Q9BY84
P45984	P45984	P49407; P32121; P15336; P0C671; O95561; Q6P1W5; Q8N7E2; Q13042; Q9C0F1; Q13363-2; O43602-2; Q8N9I9; Q9Y6W6; Q9BY84; Q13115; Q5JST6; Q9H0I2; P14136; Q9NYA3; O15499; Q8IYA8; Q13352; Q9P2G9-2; O00505; Q96JM7; Q96JM7-2; Q9UBR4-2; Q8TBB1; Q8N448; Q9Y250; P45985; P45983; Q96EZ8; Q86YW9; P50221; Q5VWP3-2; Q5HYW2; Q02548; Q9BYU1; Q9NRD5; P78424; P37231; Q96S79; Q2I0M5; Q8IYX7; O00560; Q15427; P34896; A2RU48; P40763; Q8TDR4; Q8IYF3; Q8IYF3-3; O43379; Q53FD0-2; P52744; Q9BR84; O43257; P40763
P46734	P46734	Q9Y463; Q5S007; Q99683; Q16539; Q9BSI4
